seed,family,tau,n,q,model,target,ISE,IAE,KL,p_hat,p_true,AE,RE
0,gumbel,0.3,5000,0.01414213562373095,Tail,p,,,,0.0002,0.0009896981305621633,0.0007896981305621633,0.7979181794691307
0,gumbel,0.6,100,0.1,Ordinary,r,1361.1375857344208,1.0151044167463967,-0.17538728668054315,,,,
0,gumbel,0.6,100,0.1,Ordinary,h,437.6957560038478,1.0513397440003003,0.9411565272661194,,,,
0,gumbel,0.6,100,0.1,Ordinary,c,1361.1375203173973,0.10151043679599177,-0.017538727825133327,,,,
0,gumbel,0.6,100,0.1,Tail,r,17387.887885459764,4.606319495085873,-0.3340225892720656,,,,
0,gumbel,0.6,100,0.1,Tail,h,26493.08264501024,5.854742409110077,-0.11347061235640178,,,,
0,gumbel,0.6,100,0.1,Tail,c,17387.88704978827,0.4606319273703612,-0.03340225732187555,,,,
0,gumbel,0.6,100,0.1,Ordinary,p,,,,0.15103195301902939,0.047917272458842405,0.10311468056018698,2.1519313447724993
0,gumbel,0.6,100,0.1,Tail,p,,,,0.08,0.047917272458842405,0.032082727541157596,0.6695441099806844
0,gumbel,0.6,500,0.044721359549995794,Ordinary,r,3.8851808225930076,0.25430991872753617,0.2596871448440961,,,,
0,gumbel,0.6,500,0.044721359549995794,Ordinary,h,27.032322399592488,0.4183855903681309,1.1199914227388799,,,,
0,gumbel,0.6,500,0.044721359549995794,Ordinary,c,3.8851811132882244,0.011373086163496129,0.011613563044029286,,,,
0,gumbel,0.6,500,0.044721359549995794,Tail,r,16.41909000330521,0.7956777176448356,0.007303072160666829,,,,
0,gumbel,0.6,500,0.044721359549995794,Tail,h,96.94485455262502,2.00356769728183,0.1146295821680729,,,,
0,gumbel,0.6,500,0.044721359549995794,Tail,c,16.41909123180683,0.035583791959148695,0.00032660334035370997,,,,
0,gumbel,0.6,500,0.044721359549995794,Ordinary,p,,,,0.023877961519682456,0.016570814823818114,0.007307146695864342,0.440964839300563
0,gumbel,0.6,500,0.044721359549995794,Tail,p,,,,0.018,0.016570814823818114,0.0014291851761818845,0.08624712733664977
0,gumbel,0.6,1000,0.03162277660168379,Ordinary,r,2.996844030615553,0.206423117061143,0.45907397393690874,,,,
0,gumbel,0.6,1000,0.03162277660168379,Ordinary,h,26.777252733505613,0.35117946357766905,1.7492249712700012,,,,
0,gumbel,0.6,1000,0.03162277660168379,Ordinary,c,2.996844254844043,0.0065276726046582375,0.014517194807652886,,,,
0,gumbel,0.6,1000,0.03162277660168379,Tail,r,17.818087116321035,0.4366164517002537,0.011775853390338813,,,,
0,gumbel,0.6,1000,0.03162277660168379,Tail,h,78.1589105771475,1.0426025362111115,0.3680853822284258,,,,
0,gumbel,0.6,1000,0.03162277660168379,Tail,c,17.818088449497786,0.013807025545799843,0.00037807329003047043,,,,
0,gumbel,0.6,1000,0.03162277660168379,Ordinary,p,,,,0.01440380993215669,0.010489097777367597,0.003914712154789094,0.37321724307269755
0,gumbel,0.6,1000,0.03162277660168379,Tail,p,,,,0.014,0.010489097777367597,0.0035109022226324036,0.3347191814922255
0,gumbel,0.6,5000,0.01414213562373095,Ordinary,r,1.7869348945235912,0.13737680443102324,0.4446772324095439,,,,
